"wavelength","Coeffs_LMA_Rosa_rugosa_PLSR_Ncomp_6","Coeffs_LMA_Rubus_caesius_PLSR_Ncomp_8","Coeffs_LMA_Jacobea_vulgaris_PLSR_Ncomp_13","Coeffs_LMA_Hieracium_umbellatum_PLSR_Ncomp_13","Coeffs_LDMC_Rosa_rugosa_PLSR_Ncomp_8","Coeffs_LDMC_Rubus_caesius_PLSR_Ncomp_11","Coeffs_LDMC_Jacobea_vulgaris_PLSR_Ncomp_15","Coeffs_LDMC_Hieracium_umbellatum_PLSR_Ncomp_19","Coeffs_EWT_Rosa_rugosa_PLSR_Ncomp_5","Coeffs_EWT_Rubus_caesius_PLSR_Ncomp_15","Coeffs_EWT_Jacobea_vulgaris_PLSR_Ncomp_5","Coeffs_EWT_Hieracium_umbellatum_PLSR_Ncomp_4"
"1928",0.158864834187511,0.272792994848093,0.267397062598137,-0.0709838244209844,0.000181198579974825,-0.032870676464387,0.0192831019995241,-0.0292224351542105,0.166272167800546,3.67389201686917,0.0841065111531284,0.286761990561073
"1929",0.161795079902292,0.270782230110618,0.26991937254231,-0.0634671214793246,0.000217256337055627,-0.0329934835564042,0.0193758701813141,-0.0262490720793329,0.166677122799448,3.64047585949956,0.0862960551801536,0.287583354096843
"1930",0.164787233665111,0.269355954591589,0.275146670220927,-0.0586546344687417,0.000247323998043044,-0.0328966468652747,0.0193984331204781,-0.0225083596784017,0.167074254780169,3.5730871356783,0.0888543942722257,0.288415701567601
"1931",0.167756264907165,0.2688999247731,0.272848642606574,-0.0491177332628667,0.00026818745113955,-0.0325145823329275,0.0189842033100578,-0.0173212917500385,0.16755302145362,3.4785291965122,0.0917080605907747,0.289247293109598
"1932",0.170735746215234,0.269295609138582,0.264398991002554,-0.0378555828619044,0.000287548636973188,-0.0318809316192615,0.0182345851987392,-0.0113359370937907,0.168018556176234,3.36317671843769,0.0948073410740798,0.290055825041066
"1933",0.173925576979231,0.269973545483202,0.253619562890336,-0.025421834043483,0.000317151968711921,-0.0311489310170143,0.0174565558322402,-0.00539341548432036,0.168365128251219,3.24409386687185,0.0979783598587652,0.290800213651084
"1934",0.177432127402153,0.270538590598317,0.241807896710448,-0.0109702340751531,0.000358405248029502,-0.0304329740287113,0.0167974259910418,-0.00016980966314614,0.168639059506768,3.13738032174829,0.10107626258509,0.29154356576624
"1935",0.181270918152616,0.270843737926824,0.228351195681567,0.00572000040444234,0.000408565724673494,-0.029785394377897,0.0162720214365943,0.00378560815535958,0.168940267006646,3.05360751289246,0.10401188814828,0.292371204431912
"1936",0.18527943783406,0.271732297372819,0.219979299976985,0.0196577834931104,0.0004766875939375,-0.0290860732545247,0.0154888179751172,0.00620445517933279,0.169009085742311,2.98621166005274,0.107141185609028,0.293453357923278
"1937",0.189580061250113,0.273467135884081,0.215780451618242,0.0303605112931828,0.000567971627869884,-0.0283074150836873,0.0142754139478477,0.00748927088638298,0.168906095162533,2.93371965918854,0.110561339340458,0.294753482245208
"1938",0.194350841362179,0.276077648754657,0.212991930377115,0.0376981027710915,0.000684813317351341,-0.0274613475047047,0.0125204556121308,0.0080542295172641,0.168810634201032,2.8974367952598,0.11430234005102,0.296210643484798
"1939",0.199480460070873,0.278757599545467,0.206369424986822,0.0361857652840681,0.000799512242973281,-0.0266156872330978,0.0106891907865061,0.0079006802405779,0.169041519604088,2.88344939164932,0.118100071530368,0.297799675568534
"1940",0.204828371869341,0.281513975093927,0.195288981841068,0.0261476048740635,0.000911169471053236,-0.0257599979969412,0.008833648707545,0.0071776465094153,0.169490110994729,2.8926210624269,0.121867926101924,0.299490313341197
"1941",0.210272382963897,0.284387272950846,0.182451542408795,0.0105670293131022,0.00101818273506754,-0.0249194709393607,0.00711651051181635,0.00580278442787826,0.1700849815451,2.93045538939894,0.125521832526623,0.301249498507416
"1942",0.215821828410932,0.287389163153139,0.172868571064249,-0.00473381567068333,0.00112292529537011,-0.0241475995610031,0.00564612308581395,0.00331893550047446,0.170783457275145,3.00411676583754,0.129135438719047,0.303067003050865
"1943",0.221481986855826,0.290463823046449,0.165318998390189,-0.0186678113790272,0.00122995948894771,-0.0234364911849926,0.00429595270717393,-0.000299570703312548,0.171492844747577,3.11046987317851,0.132818581532089,0.304941955093454
"1944",0.227143745906301,0.293329641354055,0.157326285018366,-0.0227147125704887,0.00135180246638988,-0.022798363651598,0.0031138082719075,-0.00436761881019899,0.171793692229011,3.2402632044744,0.136454285061968,0.306938104027873
"1945",0.232718067695809,0.295606276984735,0.149313243995465,-0.0109816218621077,0.00149468019171276,-0.0222732913853381,0.00228194532524231,-0.00796091951385216,0.171419140655941,3.38254678229303,0.139867685373215,0.309049747422601
"1946",0.238170336699143,0.297044079487598,0.142688159430378,0.0179446411655496,0.00165949370949471,-0.0218907055720074,0.00187841772257319,-0.0106097575926653,0.170308740229508,3.53063450504568,0.143030150039683,0.311230314839983
"1947",0.243801400623342,0.297950534913227,0.131669532818629,0.0453287604129784,0.00183892511680119,-0.021577009852679,0.00132663847909679,-0.0129746458034989,0.168751884099802,3.67685193786228,0.146170996859754,0.31325608307821
"1948",0.249539443980378,0.298285099202833,0.113468214166516,0.0617038433766506,0.00202361098583637,-0.0213119514097375,0.000480517690248042,-0.015509393935337,0.166879953524955,3.80939133191593,0.1493026140062,0.315031341517378
"1949",0.255183867809172,0.297779945115677,0.0869130136929582,0.0630799864730932,0.00220443354061208,-0.0211202089609935,-0.00066024326269429,-0.0184095827020441,0.164758347426201,3.91900459056517,0.152362616392521,0.316518237162803
"1950",0.260766109902291,0.296472811071048,0.0591773155805464,0.0621283452882873,0.00238946022093154,-0.0209235242721662,-0.00201698532623607,-0.0213124287025843,0.162577262766969,3.99938119782316,0.155610860154672,0.317989385030195
"1951",0.266441210813756,0.294611918615131,0.0329648468264606,0.0585162808410062,0.00258305759166344,-0.0206374821520955,-0.00349933632968364,-0.0240380623514081,0.160371792231451,4.03993366973912,0.159106261687119,0.319431640047571
"1952",0.272334596460215,0.292785707492571,0.00591797220720766,0.0522519001435289,0.00278927392772064,-0.0201540114230032,-0.00508244554531154,-0.0259332296120244,0.158173088935727,4.03574952945374,0.162833688668254,0.320748309470062
"1953",0.278267757787342,0.291783704376092,-0.0338999391411615,0.047737946492884,0.00300411676423502,-0.0194065161915876,-0.00706010955121931,-0.0255493547530483,0.155931744339237,3.99931331800284,0.166661513410602,0.321761689865882
"1954",0.284173078190944,0.29170815225545,-0.0867783031081825,0.0487272576596857,0.00322480809547031,-0.0183765167792298,-0.00957538474681829,-0.0225652918078632,0.153649279164016,3.93010651482488,0.170634735168982,0.322511057338432
"1955",0.289994798979541,0.291977259003493,-0.139252530552393,0.0533439857671426,0.00345357251666213,-0.0171548439161105,-0.0123757358275308,-0.0174547711614932,0.150995251271873,3.82256399523573,0.174894314071057,0.323006535527143
"1956",0.295856889228344,0.291938477559739,-0.179607787560071,0.0549044775559154,0.00370092346907353,-0.0158674893449524,-0.0149968480313829,-0.0117438086284165,0.147742612633078,3.6810384598411,0.179404202257156,0.323295279425574
"1957",0.301821131824678,0.291552648955018,-0.207294842566025,0.052332835570844,0.00397140965472875,-0.0145473461772197,-0.0173477393979823,-0.00609190979258963,0.143924015744422,3.51308984213912,0.184076874596004,0.323434314979057
"1958",0.307970303262823,0.291048276307862,-0.229600811459034,0.0445991328075445,0.00426345913374992,-0.0131308026508133,-0.0195871708997217,-0.00168184854756922,0.139766050501668,3.31618771649009,0.188865835709563,0.323781091147414
"1959",0.314184716294435,0.290582275692738,-0.245715290753338,0.0324250008686292,0.00456534903931208,-0.0116289040511771,-0.0217691522641255,0.00131137294579887,0.135458755984807,3.10134455720918,0.193749724798171,0.324436619360631
"1960",0.320389606297801,0.290186931228484,-0.253507735019315,0.0180026385995462,0.0048694272325758,-0.0100855944790829,-0.0238822392913689,0.00260321836132708,0.131154620253691,2.8807434701953,0.198691200417328,0.325470798977909
"1961",0.32688712789476,0.28957470661121,-0.256762590356294,0.0123101791146013,0.00516635972549488,-0.00860545461381552,-0.025818691455996,0.00299852508279359,0.127398497354319,2.66705773991754,0.203538302163032,0.32672383208989
"1962",0.33368729663121,0.288677412443303,-0.257669125409675,0.011826653359042,0.00545160988278303,-0.00721103754008414,-0.0275071787144686,0.00282155390791188,0.124297556623488,2.46615331777096,0.208213963881815,0.328124222095242
"1963",0.340730984252877,0.287906239104385,-0.256699768826696,0.00937911236388828,0.00572018122210179,-0.00586233157286491,-0.0289703811274351,0.0026943813489336,0.121974744740358,2.29183250090118,0.212698975387063,0.329591719129629
"1964",0.347707942449606,0.287779396339115,-0.250943667862166,0.00301774732356526,0.00597630314023317,-0.0044964464487532,-0.0302079139683354,0.00285334268991353,0.120096261078388,2.15240899857726,0.216923322717333,0.331085057844152
"1965",0.354500187859987,0.288095299509827,-0.240412618489357,-0.00428382779586928,0.00622137718811541,-0.00316159745995383,-0.0310871580870867,0.00303870719112443,0.118456932477255,2.04851758255691,0.220757398745506,0.332601068470979
"1966",0.360904326562114,0.288018790773554,-0.234080521446458,-0.0136214546926165,0.00646317234302454,-0.00199140453809479,-0.0316388450167999,0.00258429947542856,0.116546427879298,1.97743197967859,0.223951994528605,0.334125351161406
"1967",0.367002865180749,0.287433856811574,-0.236046405327894,-0.0239485771781846,0.00671056145741325,-0.000954648625826582,-0.0321287398056898,0.00147743169715502,0.114192136049582,1.92880423423526,0.226673064642885,0.335697344966299
"1968",0.372851648776641,0.286510488286542,-0.245494127331725,-0.0319878375551593,0.00696628322937556,7.18776003530192e-06,-0.0326693953506038,-0.000239202625743397,0.111362865664914,1.89587788823094,0.229085346009708,0.337359769307917
"1969",0.378551008995992,0.285850447144137,-0.257071096892536,-0.0393184385107155,0.00721388378663712,0.00104114722036975,-0.0335076563989938,-0.00305514308748983,0.108525390397057,1.86492130109618,0.231680400439776,0.339173590387599
"1970",0.384216980896718,0.285304839414983,-0.269345873893635,-0.0479711711315704,0.00745656398245172,0.00211758051429864,-0.0346080764572304,-0.00652338862092222,0.10570427433936,1.83608542649221,0.234434245537902,0.34101489848813
